Name,Age,Department,Role,Years_of_Experience,Skillset,Project_Success_Rate,Mentor,Mentee
William Johnson,36,Customer Service,Customer Service Executive,3,"Teamwork, Customer Relationship Management, Problem Solving",0.91,,
Martin Cruz,36,Operations,Operations Manager,7,"Teamwork, Risk Management, Project Management",0.71,,
Ashley Grimes,33,Operations,Logistics Coordinator,4,"Teamwork, Project Management, Data Analysis",0.94,,
Christopher Reed,41,Operations,Operations Manager,8,"Time Management, Risk Management, Process Improvement",0.67,,
Danielle Miller,26,IT,IT Support,2,System Administration,0.64,,
Philip Carter,32,Engineering,Engineer,3,"Java, Systems Engineering",0.85,,
Brittany Brown,27,Customer Service,Customer Service Executive,1,"Conflict Resolution, Customer Relationship Management",0.51,,
Mrs. Jasmine Brown,29,IT,IT Support,0,"System Administration, Cybersecurity",0.81,,
Yolanda Garcia,35,Engineering,Engineer,5,"Data Analysis, Systems Engineering, Machine Learning",0.99,,
Kaitlyn White,25,IT,IT Support,2,"System Administration, Cloud Computing",0.64,,
Christopher Spencer,44,Operations,Operations Manager,8,"Teamwork, Time Management, Project Management, Data Analysis",0.87,,
Danielle Fitzgerald,41,Engineering,Senior Engineer,8,"Python, Data Analysis, Electrical Engineering, Java",0.93,,
Amanda Johnson,27,Engineering,Junior Engineer,1,Electrical Engineering,0.73,,
Mrs. Julie Conley MD,29,Engineering,Junior Engineer,1,"Electrical Engineering, Systems Engineering",0.61,,
Barbara Dickerson,37,Engineering,Engineer,3,"Python, Java, Machine Learning",0.77,,
Robert Hawkins,39,Customer Service,Customer Service Executive,3,"Teamwork, Customer Relationship Management, Conflict Resolution",0.77,,
Dr. Steve Branch PhD,29,IT,IT Support,0,"System Administration, Python",0.9,,
Sarah Armstrong,45,Operations,Operations Manager,12,"Process Improvement, Project Management, Data Analysis, Risk Management, Teamwork",0.62,,
Michael Floyd,35,Engineering,Senior Engineer,7,"Electrical Engineering, Systems Engineering, Data Analysis",0.71,,
Craig Allen,27,IT,IT Support,1,Communication,0.84,,
Matthew Rivera,25,Customer Service,Customer Service Executive,0,"Teamwork, Conflict Resolution",0.62,,
Ashley Nelson,40,Operations,Operations Manager,9,"Project Management, Teamwork, Risk Management, Time Management",0.54,,
Lisa Whitehead,26,Operations,Logistics Coordinator,1,"Teamwork, Project Management",0.86,,
Renee Watts DVM,54,Operations,Operations Manager,10,"Time Management, Project Management, Data Analysis, Teamwork, Risk Management, Process Improvement",0.98,,
Nicole Vazquez,28,Customer Service,Customer Service Executive,0,"Teamwork, Conflict Resolution",0.96,,
Robert Martinez,27,Operations,Logistics Coordinator,1,Data Analysis,0.93,,
Reginald Smith,30,Engineering,Engineer,5,"Python, Machine Learning",0.89,,
John Johns,28,Customer Service,Customer Service Executive,0,"Problem Solving, Communication",0.66,,
Alex Williams,28,Engineering,Junior Engineer,1,"Machine Learning, Systems Engineering",0.93,,
Teresa Lee DVM,26,Engineering,Junior Engineer,1,"Machine Learning, Systems Engineering",0.68,,
Donald Baker MD,32,Operations,Logistics Coordinator,3,"Time Management, Teamwork",0.55,,
Cathy Jackson,28,Logistics,Logistics Coordinator,1,"Communication, Networking",0.91,,
Ryan Taylor,34,Customer Service,Customer Service Executive,3,"Conflict Resolution, Teamwork",0.54,,
Tim Roberts,30,Operations,Logistics Coordinator,3,"Project Management, Teamwork, Process Improvement",0.59,,
Evan Miller,48,Operations,Operations Manager,10,"Risk Management, Data Analysis, Process Improvement, Time Management, Teamwork",0.7,,
Kimberly Moore,29,Customer Service,Customer Service Executive,0,"Customer Relationship Management, Conflict Resolution",0.8,,
Katelyn Vance,31,Engineering,Senior Engineer,6,"Python, Java",0.84,,
Jamie Brown,32,Engineering,Senior Engineer,6,"Systems Engineering, Python, Data Analysis",0.78,,
Joshua Brown,32,Engineering,Engineer,4,"Machine Learning, Data Analysis, Java",0.72,,
Sara Cox,31,Engineering,Engineer,4,"Data Analysis, Systems Engineering",0.8,,
Eric Park,47,Engineering,Senior Engineer,8,"CAD Design, Data Analysis, Machine Learning, Python",0.52,,
Alexis Perkins,33,Operations,Operations Manager,7,"Teamwork, Time Management, Data Analysis, Process Improvement",0.53,,
Victor Bush,32,Engineering,Senior Engineer,6,"Python, CAD Design, Data Analysis",0.97,,
Gloria Franklin,26,IT,IT Support,1,Python,0.59,,
James Frazier,27,Customer Service,Customer Service Executive,0,"Teamwork, Customer Relationship Management",0.97,,
Lauren Baldwin,35,Customer Service,Customer Service Executive,3,"Communication, Problem Solving, Customer Relationship Management",0.55,,
Robert Mendoza,27,Engineering,Junior Engineer,1,"CAD Design, Data Analysis",0.91,,
Rachel Lloyd,25,IT,IT Support,1,Networking,0.88,,
Raymond Henderson,33,Logistics,Logistics Coordinator,3,"Warehouse Management, Data Analysis",0.74,,
Phillip Gomez,28,Logistics,Logistics Coordinator,1,"Communication, Networking",0.63,,
Peter Barker,49,Engineering,Senior Engineer,6,"Electrical Engineering, CAD Design, Java",0.63,,
Douglas Stone,28,IT,IT Support,0,"Java, Cybersecurity",0.68,,
Alex Jacobs,35,Operations,Operations Manager,7,"Data Analysis, Time Management, Risk Management, Teamwork",0.67,,
Katherine Brown,36,Engineering,Senior Engineer,7,"Data Analysis, Systems Engineering, Python",0.83,,
Heidi Reeves,26,Customer Service,Customer Service Executive,0,Problem Solving,0.51,,
Amber Long,31,Logistics,Logistics Coordinator,4,"Warehouse Management, Networking, Data Analysis",0.68,,
Dr. Jamie Hatfield,38,Operations,Operations Manager,7,"Risk Management, Data Analysis, Project Management",0.7,,
Lisa Miranda,35,Engineering,Engineer,3,"Data Analysis, Python",0.57,,
Brandy Miller,33,Engineering,Senior Engineer,7,"Machine Learning, CAD Design, Systems Engineering",0.51,,
Lonnie Adams,31,Logistics,Logistics Coordinator,4,"Communication, Inventory Management",0.69,,
Lisa Matthews,27,Engineering,Junior Engineer,0,Data Analysis,0.78,,
Brenda Daniels,25,Engineering,Junior Engineer,2,"CAD Design, Python",0.73,,
Tracy Barnes,51,Operations,Operations Manager,14,"Project Management, Risk Management, Teamwork, Data Analysis, Process Improvement, Time Management",0.53,,
Shaun Proctor,39,Engineering,Engineer,5,"Java, Data Analysis",0.89,,
Katherine Kennedy,30,Engineering,Engineer,4,"Python, CAD Design, Machine Learning",0.74,,
Darren King,27,Logistics,Logistics Coordinator,2,Supply Chain Management,0.61,,
Sara Crosby,26,Engineering,Junior Engineer,0,Java,0.64,,
Scott Morrow,25,Logistics,Logistics Coordinator,1,Communication,0.65,,
Collin Avery,30,Engineering,Engineer,4,"Electrical Engineering, CAD Design, Machine Learning",0.63,,
Daniel Weaver,50,Operations,Operations Manager,10,"Data Analysis, Teamwork, Process Improvement, Project Management, Time Management, Risk Management",0.97,,
Stephen Barrett,37,Engineering,Engineer,3,"Data Analysis, Electrical Engineering, Machine Learning",0.81,,
Deanna Hickman,35,Logistics,Logistics Coordinator,3,"Communication, Supply Chain Management, Data Analysis",0.56,,
Jean Edwards,30,Engineering,Engineer,5,"Machine Learning, Python",0.94,,
George Frazier,27,Engineering,Junior Engineer,1,"Systems Engineering, CAD Design",0.71,,
Catherine Leon,29,Customer Service,Customer Service Executive,2,Problem Solving,0.53,,
Anna Clark,31,Operations,Operations Manager,7,"Time Management, Risk Management, Project Management, Data Analysis",0.97,,
Michael Copeland,26,IT,IT Support,2,Communication,0.9,,
David Perry,38,Engineering,Engineer,4,"Systems Engineering, Data Analysis",0.52,,
Michael Gregory,43,Engineering,Senior Engineer,9,"Data Analysis, Electrical Engineering, Machine Learning",0.62,,
Misty Hughes,38,Logistics,Logistics Coordinator,4,"Supply Chain Management, Inventory Management, Warehouse Management",0.61,,
Tara Campbell,31,Operations,Logistics Coordinator,4,"Teamwork, Risk Management",0.59,,
Frank White,31,Engineering,Engineer,3,"CAD Design, Java, Data Analysis",0.87,,
Ashley Rogers,28,Logistics,Logistics Coordinator,1,Data Analysis,0.78,,
Donna Williams,46,Operations,Operations Manager,8,"Risk Management, Data Analysis, Time Management",0.75,,
Ruth Thompson MD,46,Operations,Operations Manager,11,"Time Management, Data Analysis, Risk Management, Teamwork",0.68,,
Cheryl Mccoy,53,Operations,Operations Manager,11,"Time Management, Project Management, Teamwork, Risk Management, Process Improvement",0.58,,
Heather Guzman,29,Logistics,Logistics Coordinator,2,Inventory Management,0.64,,
Christopher Casey,50,Operations,Operations Manager,12,"Data Analysis, Risk Management, Process Improvement, Project Management, Teamwork, Time Management",0.51,,
Dennis Lewis,29,Logistics,Logistics Coordinator,1,"Data Analysis, Supply Chain Management",0.69,,
Jennifer Carter,32,Engineering,Engineer,4,"Data Analysis, Systems Engineering",0.54,,
Pamela Bowman,46,Operations,Operations Manager,7,"Time Management, Process Improvement, Risk Management, Data Analysis",0.78,,
Nathan Kennedy,31,Engineering,Engineer,4,"Java, Data Analysis, Python",1.0,,
David Smith,43,Operations,Operations Manager,11,"Teamwork, Risk Management, Data Analysis, Process Improvement",0.52,,
Jacob Maxwell DDS,29,IT,IT Support,2,Communication,0.94,,
Charles Barnes,36,Operations,Logistics Coordinator,3,"Risk Management, Time Management, Teamwork",0.93,,
Anthony Berger,29,IT,IT Support,2,Cloud Computing,0.97,,
David Mcintosh,37,Engineering,Senior Engineer,6,"Electrical Engineering, Machine Learning, Systems Engineering",0.6,,
David Brown,27,Engineering,Junior Engineer,1,Systems Engineering,0.75,,
Sharon Singh,36,Engineering,Senior Engineer,7,"Data Analysis, Electrical Engineering, Systems Engineering, Machine Learning",0.98,,
Kristen Morgan,46,Operations,Operations Manager,9,"Process Improvement, Time Management, Risk Management, Teamwork",0.88,,
Adam Collins,29,Engineering,Junior Engineer,0,"Java, CAD Design",0.95,,
Jasmine Bass,36,Customer Service,Customer Service Executive,3,"Communication, Customer Relationship Management, Teamwork",0.57,,
Robert Martinez,27,Customer Service,Customer Service Executive,1,"Problem Solving, Teamwork",0.71,,
Keith Hill,49,Operations,Operations Manager,10,"Data Analysis, Teamwork, Time Management, Risk Management, Project Management",0.93,,
Angela Jackson,41,Engineering,Senior Engineer,7,"Python, CAD Design, Systems Engineering, Machine Learning",0.74,,
Alexander Lynch,38,Logistics,Logistics Coordinator,4,"Supply Chain Management, Warehouse Management, Networking",0.93,,
Donald Garner,28,Engineering,Junior Engineer,1,Machine Learning,0.81,,
Kimberly James,27,Logistics,Logistics Coordinator,1,"Warehouse Management, Inventory Management",0.62,,
Sandra Hernandez,37,Operations,Logistics Coordinator,4,"Project Management, Time Management",0.83,,
John Manning,38,Engineering,Engineer,3,"Data Analysis, Java, Electrical Engineering",0.58,,
Andrea Bennett,31,Logistics,Logistics Coordinator,4,"Warehouse Management, Networking",0.63,,
Brittany Barrett,27,Customer Service,Customer Service Executive,2,"Communication, Customer Relationship Management",0.84,,
Lauren Gill,26,Logistics,Logistics Coordinator,2,Warehouse Management,0.51,,
Matthew Evans MD,27,IT,IT Support,1,Networking,0.7,,
Allen Smith,27,Customer Service,Customer Service Executive,2,Conflict Resolution,0.89,,
Dustin Williams,27,Operations,Logistics Coordinator,2,"Teamwork, Project Management",0.92,,
Roy Brown,40,Operations,Operations Manager,8,"Time Management, Risk Management, Data Analysis, Process Improvement",0.93,,
Maurice Yu,37,Operations,Logistics Coordinator,4,"Project Management, Process Improvement",0.74,,
Allison Clark,35,Operations,Operations Manager,7,"Project Management, Teamwork, Risk Management",0.94,,
Brenda Weiss,29,Operations,Logistics Coordinator,2,Process Improvement,0.85,,
Gabriel Villegas,32,Engineering,Engineer,3,"CAD Design, Python",0.67,,
Tommy Kelley,48,Engineering,Senior Engineer,9,"Java, Electrical Engineering, Python, Data Analysis",0.87,,
Whitney Hernandez,35,Engineering,Engineer,4,"Python, Electrical Engineering",0.98,,
Carla Harper,44,Operations,Operations Manager,7,"Risk Management, Data Analysis, Process Improvement",0.77,,
Ashley Howell,37,Engineering,Engineer,4,"Data Analysis, CAD Design, Machine Learning",0.6,,
Tammy Frey,38,Operations,Operations Manager,7,"Time Management, Data Analysis, Process Improvement, Project Management",0.6,,
Mrs. Jessica Wilkins,48,Engineering,Senior Engineer,9,"Java, Electrical Engineering, Python, Machine Learning",0.82,,
Lauren Carlson,36,Operations,Logistics Coordinator,3,"Project Management, Data Analysis, Risk Management",0.72,,
Rebecca Parker,43,Engineering,Senior Engineer,6,"Data Analysis, Machine Learning, CAD Design",0.94,,
Jean Stafford,28,IT,IT Support,1,Java,0.59,,
Andrew Mathews,32,Engineering,Engineer,4,"Python, Machine Learning, CAD Design",0.97,,
Jasmine Rodgers,34,Operations,Logistics Coordinator,4,"Data Analysis, Risk Management",0.99,,
Michael Rhodes,33,Engineering,Engineer,4,"Electrical Engineering, Machine Learning, Python",0.73,,
Regina Johnson,34,Operations,Logistics Coordinator,4,"Time Management, Project Management, Data Analysis",0.88,,
Sydney Robinson,26,Customer Service,Customer Service Executive,2,"Customer Relationship Management, Teamwork",0.82,,
Michael Bailey,26,Logistics,Logistics Coordinator,2,Warehouse Management,0.52,,
Lindsey Smith,47,Engineering,Senior Engineer,9,"Systems Engineering, Python, Machine Learning, CAD Design",0.55,,
Tammy Hunter,27,Logistics,Logistics Coordinator,1,"Warehouse Management, Supply Chain Management",0.94,,
Dr. Lauren Bird,54,Operations,Operations Manager,12,"Project Management, Data Analysis, Time Management, Risk Management",0.72,,
Courtney Sanchez,27,Customer Service,Customer Service Executive,0,Customer Relationship Management,0.87,,
Bruce Fitzpatrick,29,Engineering,Junior Engineer,2,"Machine Learning, Data Analysis",0.75,,
Ronald Tanner,34,Engineering,Senior Engineer,7,"Electrical Engineering, Data Analysis, Java",0.9,,
Mary Erickson,28,Customer Service,Customer Service Executive,2,"Conflict Resolution, Problem Solving",0.62,,
Michael Smith,31,Operations,Operations Manager,7,"Project Management, Time Management, Process Improvement, Data Analysis",0.97,,
Cassandra Rasmussen,35,Engineering,Engineer,4,"Java, Machine Learning",0.87,,
Brandon Copeland,39,Engineering,Senior Engineer,6,"Java, Machine Learning, CAD Design",0.58,,
Sabrina Hunt,25,Operations,Logistics Coordinator,2,Project Management,0.52,,
Hannah Rodriguez,27,IT,IT Support,1,"Cybersecurity, Cloud Computing",0.82,,
Jamie Charles,49,Engineering,Senior Engineer,9,"Data Analysis, Java, Systems Engineering, Python",0.56,,
Angela Rivera,43,Engineering,Senior Engineer,6,"Electrical Engineering, Systems Engineering, Python",0.84,,
Jillian Buck,33,Operations,Logistics Coordinator,3,"Data Analysis, Project Management",0.82,,
Kevin Diaz,32,Engineering,Engineer,4,"Java, Data Analysis",0.55,,
Robert Valdez,36,Engineering,Senior Engineer,7,"Data Analysis, Machine Learning, Systems Engineering",0.69,,
Jermaine Rios,28,IT,IT Support,2,Cloud Computing,1.0,,
Chad Obrien,26,IT,IT Support,1,"System Administration, Python",0.62,,
Stacy Ballard,26,Engineering,Junior Engineer,2,"Systems Engineering, Machine Learning",0.8,,
David Cunningham,33,Operations,Operations Manager,7,"Process Improvement, Teamwork, Project Management, Data Analysis",0.59,,
Matthew Harrell,34,Operations,Logistics Coordinator,3,"Time Management, Risk Management, Process Improvement",0.56,,
Emily Barton,30,Logistics,Logistics Coordinator,3,"Supply Chain Management, Networking",0.5,,
Jon Johnson,26,IT,IT Support,0,Java,0.6,,
William Moore,46,Engineering,Senior Engineer,6,"Electrical Engineering, Python, Data Analysis",0.91,,
Eric Bryant,27,IT,IT Support,0,Java,0.93,,
Ryan Powers,41,Operations,Operations Manager,8,"Time Management, Data Analysis, Teamwork, Risk Management",0.54,,
