Name,Age,Department,Role,Years_of_Experience,Skillset,Project_Success_Rate,Mentor,Mentee
Laura Charles,40,Operations,Operations Manager,7,"Process Improvement, Project Management, Teamwork, Data Analysis",0.95,,
Linda Clarke,52,Operations,Operations Manager,13,"Data Analysis, Project Management, Risk Management, Process Improvement",0.77,,
Sarah Reyes,33,Engineering,Senior Engineer,7,"Data Analysis, Machine Learning, Python, Java",0.63,,
Jeffrey Adams,43,Engineering,Senior Engineer,6,"Machine Learning, Python",0.67,,
Jamie Mcmillan,33,Engineering,Engineer,5,"Systems Engineering, Java, Data Analysis",0.8,,
Jacqueline Anderson,25,Engineering,Junior Engineer,0,Machine Learning,0.94,,
Stephanie Suarez,33,Operations,Operations Manager,7,"Time Management, Process Improvement, Project Management, Teamwork",0.53,,
Pamela Mendoza,26,Customer Service,Customer Service Executive,1,"Conflict Resolution, Teamwork",0.89,,
Ann Henderson,25,Customer Service,Customer Service Executive,2,Problem Solving,0.64,,
Thomas Underwood,40,Operations,Operations Manager,9,"Teamwork, Time Management, Project Management, Data Analysis",0.69,,
Christine Thompson,32,Operations,Logistics Coordinator,4,"Process Improvement, Time Management, Data Analysis",0.6,,
Jennifer Nelson,35,Logistics,Logistics Coordinator,4,"Warehouse Management, Communication, Data Analysis",0.58,,
Ashley Spencer,36,Engineering,Senior Engineer,7,"Electrical Engineering, Java, Data Analysis",0.99,,
Larry Stanton,27,IT,IT Support,2,Python,0.95,,
Tiffany Mckay,55,Operations,Operations Manager,12,"Data Analysis, Project Management, Teamwork, Time Management, Risk Management",0.75,,
Christina Davis,36,Operations,Logistics Coordinator,4,"Time Management, Teamwork",0.92,,
Philip Quinn,33,Engineering,Engineer,5,"Python, Machine Learning, Electrical Engineering",0.93,,
Justin Adams,27,IT,IT Support,0,Python,0.79,,
Christina Flores,39,Logistics,Logistics Coordinator,4,"Supply Chain Management, Data Analysis, Warehouse Management",0.84,,
Scott Mueller,35,Operations,Logistics Coordinator,4,"Project Management, Risk Management, Teamwork",0.69,,
George Logan,37,Engineering,Engineer,5,"CAD Design, Electrical Engineering",0.87,,
Lisa Mitchell,31,Engineering,Engineer,3,"CAD Design, Python, Electrical Engineering",0.78,,
Jennifer Stark,29,IT,IT Support,2,"Python, Cloud Computing",0.7,,
Gregory Garcia,25,Engineering,Junior Engineer,1,"Electrical Engineering, Java",0.66,,
Jennifer Deleon,27,Engineering,Junior Engineer,0,Python,0.69,,
Tonya Adams,28,Engineering,Junior Engineer,0,"Systems Engineering, Electrical Engineering",0.65,,
Karen Skinner,36,Engineering,Engineer,5,"Electrical Engineering, Java",0.78,,
Danielle Dorsey,25,Customer Service,Customer Service Executive,0,Customer Relationship Management,0.88,,
Brandon Gray,55,Operations,Operations Manager,12,"Time Management, Project Management, Teamwork, Risk Management, Data Analysis",0.91,,
Jacqueline Morrison,37,Operations,Operations Manager,7,"Teamwork, Time Management, Risk Management",0.69,,
Greg Maxwell,50,Operations,Operations Manager,10,"Time Management, Process Improvement, Data Analysis, Teamwork",0.61,,
Jonathan Nguyen,33,Engineering,Engineer,5,"Java, Data Analysis",0.67,,
Amanda Turner,42,Operations,Operations Manager,11,"Risk Management, Time Management, Project Management, Data Analysis",0.92,,
Derek Hill,47,Engineering,Senior Engineer,7,"Java, Electrical Engineering, Python",0.98,,
Felicia Warner,49,Engineering,Senior Engineer,7,"Java, Systems Engineering, Python, Data Analysis",0.9,,
Lauren Shea,29,Engineering,Junior Engineer,1,"Systems Engineering, Data Analysis",0.58,,
Rebecca Baxter,28,Customer Service,Customer Service Executive,1,Problem Solving,0.72,,
Kristin Howard,28,Customer Service,Customer Service Executive,2,"Conflict Resolution, Problem Solving",0.76,,
Joseph Jones,25,IT,IT Support,0,Communication,0.77,,
Jane Hubbard,29,Logistics,Logistics Coordinator,2,Communication,0.64,,
Amber Beltran,43,Engineering,Senior Engineer,6,"Systems Engineering, Data Analysis",0.81,,
Jennifer Hicks,42,Operations,Operations Manager,12,"Process Improvement, Data Analysis, Time Management, Teamwork",0.65,,
Stacey Schwartz,27,Engineering,Junior Engineer,0,CAD Design,0.94,,
James Li,31,Customer Service,Customer Service Executive,3,"Customer Relationship Management, Conflict Resolution, Teamwork",0.94,,
Keith Allen,50,Operations,Operations Manager,14,"Process Improvement, Data Analysis, Time Management, Teamwork",0.57,,
Carrie Waters,28,Customer Service,Customer Service Executive,2,"Teamwork, Problem Solving",0.52,,
Holly Arias,25,Engineering,Junior Engineer,2,"Machine Learning, CAD Design",0.65,,
Kenneth Palmer,46,Operations,Operations Manager,8,"Risk Management, Process Improvement, Project Management",0.96,,
Carl York,36,Engineering,Senior Engineer,6,"Java, CAD Design",0.53,,
Christina Baker,27,Operations,Logistics Coordinator,1,Process Improvement,0.92,,
Brittney Fletcher,43,Engineering,Senior Engineer,8,"Electrical Engineering, CAD Design, Data Analysis",0.79,,
Judy Henderson,45,Engineering,Senior Engineer,8,"Electrical Engineering, Machine Learning, Systems Engineering",0.88,,
Janet Waters,35,Operations,Operations Manager,7,"Teamwork, Time Management, Process Improvement",0.95,,
Kayla Smith,27,Logistics,Logistics Coordinator,2,"Communication, Data Analysis",0.62,,
Robert Holmes,48,Operations,Operations Manager,9,"Data Analysis, Project Management, Risk Management, Process Improvement",0.72,,
Michele Stuart,42,Engineering,Senior Engineer,6,"Systems Engineering, Java",0.96,,
Shelby Copeland,30,Logistics,Logistics Coordinator,3,"Supply Chain Management, Networking",0.83,,
Christopher Wheeler,28,Logistics,Logistics Coordinator,1,"Data Analysis, Communication",0.74,,
Jennifer Johnson,27,Logistics,Logistics Coordinator,1,"Supply Chain Management, Data Analysis",0.72,,
John Scott,31,Operations,Logistics Coordinator,4,"Data Analysis, Time Management",0.56,,
Brandon Johnson,27,Engineering,Junior Engineer,2,Machine Learning,0.72,,
Nathan Rice,39,Customer Service,Customer Service Executive,3,"Communication, Problem Solving, Customer Relationship Management",0.73,,
Corey Le,54,Operations,Operations Manager,10,"Project Management, Risk Management, Time Management, Teamwork, Process Improvement, Data Analysis",0.95,,
Patricia Williams,36,Engineering,Engineer,5,"Machine Learning, Data Analysis, CAD Design",0.6,,
Brenda Brown,26,Engineering,Junior Engineer,1,Electrical Engineering,0.82,,
Donna Allen,30,Engineering,Senior Engineer,6,"CAD Design, Python, Electrical Engineering",0.9,,
Randall Lewis,26,Logistics,Logistics Coordinator,1,"Data Analysis, Supply Chain Management",0.78,,
Thomas Valdez,29,Customer Service,Customer Service Executive,2,"Teamwork, Communication",0.62,,
Melinda Holder,35,Engineering,Engineer,5,"Python, Systems Engineering",0.56,,
Amanda Holmes DVM,44,Operations,Operations Manager,8,"Risk Management, Process Improvement, Data Analysis, Project Management",0.84,,
Thomas Blair,30,Engineering,Engineer,5,"Electrical Engineering, CAD Design",0.65,,
Julia Garner,36,Engineering,Engineer,3,"Data Analysis, Python",0.53,,
Terry Torres,33,Engineering,Senior Engineer,7,"Python, Electrical Engineering, CAD Design, Systems Engineering",0.56,,
Robyn Moore,38,Operations,Logistics Coordinator,3,"Process Improvement, Time Management, Teamwork",0.51,,
Samantha Brandt,27,Engineering,Junior Engineer,1,CAD Design,0.62,,
Gary Randall,39,Customer Service,Customer Service Executive,3,"Conflict Resolution, Teamwork",0.51,,
Angela Reyes,37,Engineering,Senior Engineer,7,"Python, Data Analysis, CAD Design, Machine Learning",0.84,,
Michael Thomas,38,Engineering,Senior Engineer,7,"CAD Design, Machine Learning, Systems Engineering",0.58,,
Jonathan Brown,39,Operations,Operations Manager,7,"Process Improvement, Teamwork, Time Management",0.99,,
Bradley Saunders,25,IT,IT Support,2,Communication,0.94,,
Kelly Atkins,27,Customer Service,Customer Service Executive,1,Communication,0.76,,
Eduardo Washington,47,Operations,Operations Manager,10,"Project Management, Teamwork, Process Improvement, Data Analysis, Risk Management, Time Management",0.52,,
David White,40,Engineering,Senior Engineer,9,"Data Analysis, Systems Engineering, CAD Design",0.58,,
Edward Adams,25,Engineering,Junior Engineer,1,"Java, Python",0.98,,
Daniel Cole,36,Engineering,Senior Engineer,7,"Machine Learning, Python, Systems Engineering, CAD Design",0.64,,
Rebecca Garcia,41,Engineering,Senior Engineer,6,"Machine Learning, Java, Python",0.58,,
Robert Terry,34,Customer Service,Customer Service Executive,3,"Communication, Conflict Resolution, Teamwork",0.59,,
Thomas Lewis,27,Customer Service,Customer Service Executive,2,"Communication, Customer Relationship Management",0.68,,
Richard Wilson,25,Engineering,Junior Engineer,0,Python,0.88,,
Jessica Johnson,29,Engineering,Junior Engineer,2,"Data Analysis, Systems Engineering",0.92,,
Kelly Wood DVM,34,Engineering,Engineer,4,"Electrical Engineering, Machine Learning",0.92,,
Kara Bowen,29,Engineering,Junior Engineer,1,"Electrical Engineering, Systems Engineering",0.97,,
Bradley Villegas,27,Engineering,Junior Engineer,2,"Machine Learning, Systems Engineering",0.52,,
Beth Scott,29,IT,IT Support,0,"Communication, Java",0.54,,
Jamie Myers,29,IT,IT Support,0,"Java, Cloud Computing",0.66,,
Ms. Elizabeth Young,33,Operations,Operations Manager,7,"Time Management, Data Analysis, Teamwork",0.92,,
Kayla Harding,46,Engineering,Senior Engineer,7,"Java, Data Analysis, Machine Learning",0.76,,
Caitlin Howell,29,Operations,Logistics Coordinator,1,"Time Management, Teamwork",0.51,,
Jennifer Evans,36,Operations,Operations Manager,7,"Teamwork, Time Management, Data Analysis, Project Management",0.78,,
Johnny Williams,28,Customer Service,Customer Service Executive,2,"Conflict Resolution, Problem Solving",0.61,,
Douglas Jenkins,28,Engineering,Junior Engineer,0,Data Analysis,0.59,,
Maria Cochran,40,Operations,Operations Manager,8,"Time Management, Process Improvement, Teamwork",0.96,,
Paul Swanson,29,Engineering,Junior Engineer,1,"Java, Machine Learning",0.91,,
Kayla Leblanc,32,Operations,Operations Manager,7,"Project Management, Risk Management, Time Management, Data Analysis",0.7,,
Michael Luna,26,Customer Service,Customer Service Executive,2,Customer Relationship Management,0.66,,
Marissa Key,36,Logistics,Logistics Coordinator,3,"Warehouse Management, Communication, Inventory Management",0.54,,
Connie Richards,35,Logistics,Logistics Coordinator,4,"Warehouse Management, Supply Chain Management, Communication",0.73,,
Luis Ortega,48,Engineering,Senior Engineer,8,"Java, CAD Design, Data Analysis",0.56,,
William Trujillo,45,Operations,Operations Manager,8,"Data Analysis, Risk Management, Time Management",0.63,,
Tonya Johnson,35,Engineering,Engineer,3,"Machine Learning, Data Analysis, Java",0.97,,
Mr. Michael Atkins,54,Operations,Operations Manager,12,"Teamwork, Data Analysis, Time Management, Risk Management",0.87,,
Mary Peterson,41,Engineering,Senior Engineer,7,"Machine Learning, Systems Engineering, Data Analysis",0.81,,
Norman Carter,47,Operations,Operations Manager,9,"Data Analysis, Project Management, Time Management",0.62,,
Justin Joseph,29,Customer Service,Customer Service Executive,1,"Communication, Teamwork",0.9,,
Richard Haynes,52,Operations,Operations Manager,14,"Time Management, Process Improvement, Teamwork, Risk Management, Data Analysis, Project Management",0.78,,
Joanna Gray,45,Engineering,Senior Engineer,6,"Java, Electrical Engineering",0.7,,
Mary Johnson,26,Customer Service,Customer Service Executive,1,"Teamwork, Communication",0.87,,
Erin Gomez,26,Engineering,Junior Engineer,0,"CAD Design, Machine Learning",0.8,,
Randy Miller,26,Logistics,Logistics Coordinator,2,"Networking, Communication",0.59,,
Alexander Larsen,46,Engineering,Senior Engineer,7,"Java, Data Analysis, Electrical Engineering, Systems Engineering",0.62,,
Wendy Reyes,44,Operations,Operations Manager,7,"Process Improvement, Time Management, Data Analysis",0.92,,
Harold Williams,51,Operations,Operations Manager,10,"Process Improvement, Time Management, Teamwork, Data Analysis",0.98,,
David Allen,30,Logistics,Logistics Coordinator,3,"Networking, Data Analysis",0.52,,
Rebecca Lane,39,Engineering,Engineer,3,"Electrical Engineering, Machine Learning",0.94,,
Jay Buchanan,31,Engineering,Engineer,4,"Machine Learning, Data Analysis, Java",0.72,,
Nathan Lee,25,Logistics,Logistics Coordinator,2,Networking,0.63,,
Evan Butler,54,Operations,Operations Manager,11,"Process Improvement, Teamwork, Risk Management, Data Analysis, Time Management",0.82,,
Thomas Andersen,31,Engineering,Senior Engineer,6,"Machine Learning, Java, Python",0.81,,
Karen Smith MD,43,Operations,Operations Manager,8,"Teamwork, Project Management, Process Improvement, Time Management",0.56,,
Megan Morgan,27,IT,IT Support,1,Python,0.91,,
Brittany Griffin,34,Operations,Logistics Coordinator,4,"Risk Management, Teamwork, Process Improvement",0.53,,
Kevin Ramirez,31,Engineering,Senior Engineer,6,"Python, CAD Design, Machine Learning",0.69,,
Eric Williams,35,Logistics,Logistics Coordinator,3,"Inventory Management, Supply Chain Management",0.5,,
Katherine Barnes,35,Operations,Operations Manager,7,"Teamwork, Process Improvement, Time Management, Data Analysis",0.79,,
Makayla Mata,29,IT,IT Support,0,"Communication, Python",0.69,,
William Drake,42,Engineering,Senior Engineer,9,"Python, Machine Learning, Java",0.84,,
William Barrett,39,Engineering,Senior Engineer,6,"Systems Engineering, Java",0.83,,
Frank Goodwin,27,Logistics,Logistics Coordinator,1,"Data Analysis, Warehouse Management",0.65,,
Jack Patterson,25,IT,IT Support,2,"Java, Cloud Computing",0.59,,
Kelly Lee,33,Operations,Operations Manager,7,"Teamwork, Time Management, Process Improvement",0.76,,
Carol Gonzalez,26,IT,IT Support,0,"Networking, Communication",0.72,,
Kyle Vaughn,44,Operations,Operations Manager,11,"Teamwork, Data Analysis, Process Improvement, Time Management",0.54,,
Paul Johnson,26,Customer Service,Customer Service Executive,1,"Conflict Resolution, Communication",0.59,,
Nathan Wise,29,IT,IT Support,2,Cloud Computing,0.6,,
Lindsey Gray,52,Operations,Operations Manager,10,"Project Management, Process Improvement, Teamwork, Time Management, Risk Management",0.79,,
Jeremy Anderson,53,Operations,Operations Manager,12,"Time Management, Project Management, Risk Management, Process Improvement",0.67,,
Haley Allen,26,Customer Service,Customer Service Executive,2,Communication,0.69,,
Ross Solis,26,Operations,Logistics Coordinator,1,"Time Management, Data Analysis",0.77,,
Jon White,36,Engineering,Engineer,3,"CAD Design, Electrical Engineering, Systems Engineering",0.86,,
Kimberly Mayo,45,Engineering,Senior Engineer,8,"Machine Learning, Systems Engineering, CAD Design, Data Analysis",0.81,,
Jennifer Morton,28,Logistics,Logistics Coordinator,1,Networking,0.56,,
Michael Dunlap,32,Logistics,Logistics Coordinator,4,"Supply Chain Management, Networking",0.98,,
Elizabeth Williams,34,Engineering,Engineer,5,"Electrical Engineering, Python",0.56,,
Janet Robinson,41,Engineering,Senior Engineer,7,"Python, CAD Design, Data Analysis, Machine Learning",0.74,,
Nancy Cruz,43,Operations,Operations Manager,11,"Risk Management, Time Management, Process Improvement, Teamwork",0.76,,
Jessica Allison,44,Engineering,Senior Engineer,6,"Data Analysis, Electrical Engineering",0.77,,
Barbara Gentry,30,Engineering,Senior Engineer,6,"Electrical Engineering, Python",0.56,,
David Snyder,44,Engineering,Senior Engineer,9,"Systems Engineering, Java, Electrical Engineering, Machine Learning",0.96,,
Douglas Hart,28,IT,IT Support,1,Communication,0.86,,
Kathy Rodgers,41,Operations,Operations Manager,11,"Project Management, Time Management, Process Improvement, Teamwork, Risk Management",0.9,,
Timothy Powell,38,Logistics,Logistics Coordinator,4,"Supply Chain Management, Warehouse Management, Data Analysis",0.55,,
Dr. Rachel Noble,29,Engineering,Junior Engineer,2,"Java, CAD Design",0.73,,
Amy Smith,28,Logistics,Logistics Coordinator,2,"Inventory Management, Supply Chain Management",0.76,,
John Sanders,54,Operations,Operations Manager,11,"Project Management, Teamwork, Time Management, Data Analysis",0.78,,
Courtney Murphy,25,Operations,Logistics Coordinator,1,Process Improvement,0.84,,
Eric Hunt,47,Engineering,Senior Engineer,8,"Electrical Engineering, CAD Design, Python",0.9,,
